2000,7,23,7,1541,1540,1548,1553,DL,789,N292WA,127,133,108,-5,1,DFW,TUS,813,2,17,0,NA,0,\N,\N,\N,\N,\N,Y
2000,6,23,5,1942,1915,2057,2010,WN,698,N523,75,55,51,47,27,MCI,STL,237,6,18,0,NA,0,\N,\N,\N,\N,\N,Y
2000,6,5,1,1155,1200,1425,1411,NW,389,N503US,150,131,106,14,-5,BOS,DTW,632,16,28,0,NA,0,\N,\N,\N,\N,\N,Y
2000,7,14,5,1256,1245,2241,2100,CO,124,N17229,405,315,382,101,11,SEA,EWR,2401,10,13,0,NA,0,\N,\N,\N,\N,\N,Y
2000,9,21,4,722,720,1049,1055,NW,738,N313NB,147,155,128,-6,2,MSP,ATL,906,7,12,0,NA,0,\N,\N,\N,\N,\N,Y
2000,10,5,4,1223,1220,1435,1440,DL,842,N830WA,72,80,61,-5,3,JAN,ATL,341,2,9,0,NA,0,\N,\N,\N,\N,\N,Y
2000,10,5,4,620,624,859,853,US,230,N342US,99,89,79,6,-4,PNS,CLT,488,5,15,0,NA,0,\N,\N,\N,\N,\N,Y
2000,9,17,7,1117,1110,1354,1356,DL,550,N950DL,157,166,122,-2,7,MIA,CVG,948,5,30,0,NA,0,\N,\N,\N,\N,\N,Y
2000,7,19,3,1508,1506,2250,2251,HP,2684,N605AW,282,285,242,-1,2,PHX,EWR,2133,10,30,0,NA,0,\N,\N,\N,\N,\N,Y
2000,6,10,6,932,930,1111,1123,NW,476,N727RW,99,113,83,-12,2,ATL,DTW,594,5,11,0,NA,0,\N,\N,\N,\N,\N,Y
2000,9,24,7,1704,1703,1748,1805,CO,1579,N35204,104,122,89,-17,1,ATL,IAH,689,4,11,0,NA,0,\N,\N,\N,\N,\N,Y
2000,10,30,1,1001,1005,1111,1107,CO,1281,N19634,70,62,51,4,-4,DFW,IAH,224,4,15,0,NA,0,\N,\N,\N,\N,\N,Y
2000,11,26,7,1609,1505,1807,1705,WN,294,N753,118,120,108,62,64,OAK,SEA,671,3,7,0,NA,0,\N,\N,\N,\N,\N,Y
2000,10,13,5,1550,1517,1624,1611,UA,2393,N370UA,94,114,81,13,33,SLC,SFO,599,3,10,0,NA,0,\N,\N,\N,\N,\N,Y
2000,6,12,1,2215,2215,605,559,HP,2218,N659AW,290,284,260,6,0,LAS,EWR,2227,13,17,0,NA,0,\N,\N,\N,\N,\N,Y
2000,7,16,7,1856,1830,1904,1840,US,1731,N898US,68,70,53,24,26,CLT,HSV,333,4,11,0,NA,0,\N,\N,\N,\N,\N,Y
2000,9,28,4,1913,1840,2053,2016,US,1251,N507AU,100,96,78,37,33,CLT,BUF,546,4,18,0,NA,0,\N,\N,\N,\N,\N,Y
2000,10,17,2,1542,1541,2017,2037,CO,424,N809NY,215,236,188,-20,1,IAH,BOS,1597,14,13,0,NA,0,\N,\N,\N,\N,\N,Y
2000,7,5,3,2142,2025,2245,2130,WN,876,N300,63,65,45,75,77,STL,LIT,296,4,14,0,NA,0,\N,\N,\N,\N,\N,Y
2000,6,24,6,1505,1420,1544,1502,DL,628,N411DA,39,42,22,42,45,OKC,TUL,111,4,13,0,NA,0,\N,\N,\N,\N,\N,Y
2000,11,27,1,1031,916,1430,1312,AA,1216,N875AA,179,176,158,78,75,DFW,PHL,1302,7,14,0,NA,0,\N,\N,\N,\N,\N,Y
2000,10,27,5,1029,1028,1244,1244,UA,1234,N352UA,75,76,55,0,1,DEN,LNK,423,3,17,0,NA,0,\N,\N,\N,\N,\N,Y
2000,6,3,6,621,615,718,724,DL,1298,N920DL,57,69,39,-6,6,CLT,ATL,227,6,12,0,NA,0,\N,\N,\N,\N,\N,Y
2000,7,25,2,1405,1405,1504,1501,US,671,N803US,59,56,42,3,0,PIT,AVP,243,3,14,0,NA,0,\N,\N,\N,\N,\N,Y
2000,1,3,1,2210,1945,2259,2049,TW,240,N963TW,49,64,39,130,145,MCI,STL,237,3,7,0,NA,0,\N,\N,\N,\N,\N,Y
2000,12,19,2,2130,2020,2326,2205,WN,829,N312,176,165,158,81,70,MCI,PHX,1044,4,14,0,NA,0,\N,\N,\N,\N,\N,Y
2000,2,11,5,1731,1725,1842,1848,TW,225,N54348,71,83,43,-6,6,STL,ORD,258,6,22,0,NA,0,\N,\N,\N,\N,\N,Y
2000,8,14,1,1706,1700,1816,1822,UA,278,N982UA,70,82,50,-6,6,MSP,ORD,334,5,15,0,NA,0,\N,\N,\N,\N,\N,Y
2000,3,20,1,2015,2015,2215,2210,WN,234,N608,120,115,98,5,0,BWI,JAX,663,4,18,0,NA,0,\N,\N,\N,\N,\N,Y
2000,4,17,1,1956,1910,57,21,UA,1738,N574UA,181,191,165,36,46,DEN,BWI,1491,4,12,0,NA,0,\N,\N,\N,\N,\N,Y
2000,4,27,4,1808,1810,1948,1942,US,1242,N109UW,100,92,81,6,-2,TPA,CLT,508,5,14,0,NA,0,\N,\N,\N,\N,\N,Y
2000,8,22,2,1303,1252,1509,1455,US,768,N978VJ,126,123,106,14,11,ATL,PHL,665,7,13,0,NA,0,\N,\N,\N,\N,\N,Y
2000,12,16,6,1337,1337,1532,1526,NW,1844,N984US,115,109,85,6,0,DTW,PWM,668,2,28,0,NA,0,\N,\N,\N,\N,\N,Y
2000,1,14,5,1830,1830,1949,1940,DL,1845,N521DA,79,70,41,9,0,BOS,LGA,185,8,30,0,NA,0,\N,\N,\N,\N,\N,Y
2000,2,4,5,1745,1650,2016,1932,UA,1270,N7283U,91,102,77,44,55,DEN,DFW,641,5,9,0,NA,0,\N,\N,\N,\N,\N,Y
2000,3,9,4,2048,2051,2315,2312,US,39,N618AU,327,321,299,3,-3,CLT,LAX,2125,11,17,0,NA,0,\N,\N,\N,\N,\N,Y
